esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah),source
200037626,2.02E+13,29.65,331.6,-22.5,3.692,3.678,39,34,17.4,52.3,synth
200037627,2.02E+13,57.27,337.1,-22.5,3.754,3.728,39,33,22.44,67.46,synth
200037628,2.02E+13,33.32,333,-22.5,3.708,3.692,35,26,19.13,57.5,synth
200037629,2.02E+13,62.74,356.9,-22.5,3.971,3.943,35,29,33.19,99.77,synth
200037630,2.02E+13,25.28,327.5,-22.5,3.648,3.635,32,36,10.65,32.01,synth
200037631,2.02E+13,28.38,328,-22.5,3.653,3.64,32,33,11.44,34.39,synth
200037632,2.02E+13,54.85,335.8,-22.5,3.74,3.717,35,28,21.67,65.16,synth
200037633,2.02E+13,57.83,347.7,-22.5,3.87,3.843,42,40,28.39,85.33,synth
200037634,2.02E+13,69.30,354.4,-22.5,3.944,3.915,30,35,31.9,95.9,synth
200037635,2.02E+13,70.77,356.9,-22.5,3.973,3.943,32,35,33.25,99.97,synth
200037636,2.02E+13,27.18,327.7,-22.5,3.65,3.637,33,26,10.93,32.89,synth
200037637,2.02E+13,30.32,331.3,-22.5,3.688,3.674,32,33,16.95,50.97,synth
200037638,2.02E+13,44.25,333.2,-22.5,3.711,3.693,35,29,19.33,58.12,synth
200037639,2.02E+13,78.55,357.7,-22.5,3.981,3.951,42,41,33.63,101.09,synth
200037640,2.02E+13,31.17,329.4,-22.5,3.668,3.656,30,26,14.08,42.32,synth
200037641,2.02E+13,77.32,354.1,-22.5,3.94,3.911,41,33,31.73,95.38,synth
200037642,2.02E+13,62.35,345.3,-22.5,3.845,3.817,35,39,27.11,81.49,synth
200037643,2.02E+13,72.85,358.5,-22.5,3.989,3.96,30,41,34.04,102.32,synth
200037644,2.02E+13,28.15,327.7,-22.5,3.648,3.635,27,36,10.71,32.21,synth
200037645,2.02E+13,25.54,329.1,-22.5,3.664,3.653,34,30,13.44,40.4,synth
200037646,2.02E+13,17.70,327.5,-22.5,3.647,3.634,31,32,10.48,31.53,synth
200037647,2.02E+13,30.10,331.9,-22.5,3.694,3.679,30,37,17.68,53.17,synth
200037648,2.02E+13,35.08,332.7,-22.5,3.705,3.689,40,31,18.85,56.68,synth
200037649,2.02E+13,28.91,331.4,-22.5,3.69,3.676,29,28,17.1,51.42,synth
200037650,2.02E+13,77.59,349.9,-22.5,3.894,3.866,35,31,29.5,88.68999,synth
200037651,2.02E+13,49.69,348,-22.5,3.873,3.845,32,37,28.5,85.68999,synth
200037652,2.02E+13,35.13,328.9,-22.5,3.663,3.65,34,33,13.14,39.52,synth
200037653,2.02E+13,36.80,329.6,-22.5,3.669,3.657,32,32,14.23,42.78,synth
200037654,2.02E+13,69.34,345.7,-22.5,3.847,3.82,31,40,27.22,81.84,synth
200037655,2.02E+13,74.10,354.3,-22.5,3.943,3.915,31,39,31.88,95.85,synth
200037656,2.02E+13,32.06,328.3,-22.5,3.656,3.644,32,30,12.06,36.25,synth
200037657,2.02E+13,20.14,327.5,-22.5,3.646,3.634,35,34,10.5,31.58,synth
200037658,2.02E+13,26.88,329.7,-22.5,3.67,3.658,38,38,14.46,43.46,synth
200037659,2.02E+13,47.03,342.2,-22.5,3.811,3.784,32,34,25.42,76.42,synth
200037660,2.02E+13,56.97,355.8,-22.5,3.96,3.931,38,30,32.66,98.18999,synth
200037661,2.02E+13,64.23,353.8,-22.5,3.937,3.908,43,38,31.59,94.99,synth
200037662,2.02E+13,30.18,331,-22.5,3.686,3.672,40,31,16.66,50.09,synth
200037663,2.02E+13,51.48,345.8,-22.5,3.849,3.822,39,29,27.34,82.18,synth
200037664,2.02E+13,60.02,351.3,-22.5,3.91,3.882,34,33,30.33,91.18,synth
200037665,2.02E+13,20.61,328.3,-22.5,3.656,3.644,30,37,11.99,36.05,synth
200037666,2.02E+13,30.58,327.8,-22.5,3.65,3.638,26,31,11.14,33.5,synth
200037667,2.02E+13,21.49,326.4,-22.5,3.636,3.619,34,31,8.88,26.7,synth
200037668,2.02E+13,52.49,340,-22.5,3.787,3.757,41,38,24.07,72.34,synth
200037669,2.02E+13,56.83,357.4,-22.5,3.977,3.948,43,35,33.44,100.53,synth
200037670,2.02E+13,52.55,349.3,-22.5,3.889,3.861,34,39,29.25,87.93,synth
200037671,2.02E+13,46.51,332.4,-22.5,3.7,3.685,34,33,18.35,55.18,synth
200037672,2.02E+13,19.41,328,-22.5,3.653,3.64,28,36,11.44,34.39,synth
200037673,2.02E+13,63.66,346.4,-22.5,3.855,3.828,37,38,27.67,83.17,synth
200037674,2.02E+13,42.82,336.4,-22.5,3.748,3.723,33,27,22.12,66.49,synth
200037675,2.02E+13,86.16,357.5,-22.5,3.98,3.951,37,38,33.61,101.05,synth
200037676,2.02E+13,71.83,348.3,-22.5,3.876,3.849,32,37,28.66,86.16,synth
200037677,2.02E+13,15.64,326.7,-22.5,3.638,3.623,39,29,9.27,27.88,synth
200037678,2.02E+13,62.88,350,-22.5,3.897,3.868,39,38,29.64,89.1,synth
200037679,2.02E+13,56.27,340,-22.5,3.787,3.758,33,32,24.09,72.45,synth
200037680,2.02E+13,24.94,328.2,-22.5,3.652,3.64,27,35,11.47,34.48,synth
200037681,2.02E+13,53.95,336.4,-22.5,3.747,3.723,39,33,22.08,66.39,synth
200037682,2.02E+13,45.03,336,-22.5,3.742,3.718,32,27,21.74,65.37,synth
200037683,2.02E+13,35.78,333.2,-22.5,3.709,3.692,35,38,19.25,57.87,synth
200037684,2.02E+13,29.93,327.7,-22.5,3.648,3.636,34,35,10.78,32.43,synth
200037685,2.02E+13,29.39,328,-22.5,3.651,3.639,28,27,11.29,33.97,synth
200037686,2.02E+13,67.61,346.3,-22.5,3.854,3.827,39,38,27.6,82.95,synth
200037687,2.02E+13,60.56,341.6,-22.5,3.804,3.776,34,30,25,75.15,synth
200037688,2.02E+13,38.95,332.7,-22.5,3.704,3.688,37,27,18.7,56.21,synth
200037689,2.02E+13,72.08,350.7,-22.5,3.904,3.876,44,29,30.01,90.21,synth
200037690,2.02E+13,42.83,331.6,-22.5,3.693,3.678,36,31,17.38,52.26,synth
200037691,2.02E+13,63.98,343.5,-22.5,3.823,3.797,32,35,26.07,78.38,synth
200037692,2.02E+13,55.29,335.8,-22.5,3.741,3.718,35,30,21.69,65.21,synth
200037693,2.02E+13,21.19,327.2,-22.5,3.644,3.631,36,32,10.04,30.2,synth
200037694,2.02E+13,66.40,342.7,-22.5,3.816,3.789,30,35,25.7,77.28,synth
200037695,2.02E+13,22.41,327.5,-73.70001,3.661,3.625,29,30,9.02,27.14,synth
200037696,2.02E+13,25.09,326.9,-22.5,3.639,3.625,26,31,9.4,28.25,synth
200037697,2.02E+13,58.96,348.5,-22.5,3.88,3.851,39,33,28.81,86.6,synth
200037698,2.02E+13,65.85,345.2,-22.5,3.842,3.815,32,30,26.98,81.12,synth
200037699,2.02E+13,15.45,327.5,-73.70001,3.661,3.625,34,35,9.02,27.14,synth
200037700,2.02E+13,61.38,346.6,-22.5,3.859,3.831,41,34,27.8,83.56,synth
200037701,2.02E+13,36.17,334.4,-22.5,3.723,3.704,39,31,20.44,61.46,synth
200037702,2.02E+13,60.70,344.1,-22.5,3.831,3.803,40,33,26.45,79.5,synth
200037703,2.02E+13,16.14,325.8,-22.5,3.628,3.61,27,30,8.23,24.76,synth
200037704,2.02E+13,45.66,339.7,-22.5,3.782,3.751,42,40,23.81,71.6,synth
200037705,2.02E+13,54.86,341.4,-22.5,3.804,3.775,33,35,24.96,75.05,synth
200037706,2.02E+13,61.61,338.5,-22.5,3.77,3.74,41,30,23.21,69.79,synth
200037707,2.02E+13,39.30,336.6,-22.5,3.747,3.723,32,39,22.13,66.54,synth
200037708,2.02E+13,61.26,342.8,-22.5,3.817,3.79,34,32,25.75,77.4,synth
200037709,2.02E+13,29.75,328,-22.5,3.653,3.64,31,28,11.52,34.63,synth
200037710,2.02E+13,66.65,354.1,-22.5,3.94,3.912,36,30,31.76,95.48,synth
200037711,2.02E+13,65.18,352.7,-22.5,3.924,3.896,33,36,30.99,93.18999,synth
200037712,2.02E+13,70.02,358.6,-22.5,3.992,3.963,33,38,34.15,102.66,synth
200037713,2.02E+13,63.26,338.8,-22.5,3.771,3.742,33,33,23.32,70.1,synth
200037714,2.02E+13,19.30,325,-22.5,3.621,3.603,28,29,7.76,23.35,synth
200037715,2.02E+13,14.65,323.9,-22.5,3.608,3.588,34,31,7.07,21.28,synth
200037716,2.02E+13,59.49,349.6,-22.5,3.889,3.861,32,28,29.3,88.09,synth
200037717,2.02E+13,51.42,334.6,-22.5,3.725,3.707,30,33,20.63,62.02,synth
200037718,2.02E+13,52.67,346.8,-22.5,3.86,3.832,30,28,27.88,83.82,synth
200037719,2.02E+13,62.09,344.3,-22.5,3.832,3.805,32,37,26.51,79.68999,synth
200037720,2.02E+13,25.21,329.1,-22.5,3.664,3.652,30,26,13.45,40.45,synth
200037721,2.02E+13,62.88,341.4,-22.5,3.804,3.775,44,37,24.96,75.05,synth
200037722,2.02E+13,76.16,350.5,-22.5,3.901,3.874,40,31,29.9,89.87,synth
200037723,2.02E+13,32.11,331.7,-22.5,3.694,3.679,39,36,17.57,52.82,synth
200037724,2.02E+13,15.28,327.7,-73.70001,3.662,3.628,36,29,9.07,27.27,synth
200037725,2.02E+13,60.00,343.2,-22.5,3.82,3.793,30,32,25.9,77.86,synth
200037726,2.02E+13,86.21,358.5,-22.5,3.99,3.961,38,30,34.01,102.27,synth
200037727,2.02E+13,40.82,332.5,-22.5,3.702,3.687,30,38,18.53,55.71,synth
200037728,2.02E+13,74.83,357.4,-22.5,3.978,3.949,43,30,33.49,100.68,synth
200037729,2.02E+13,40.22,332.7,-22.5,3.703,3.687,32,32,18.6,55.91,synth
200037730,2.02E+13,29.23,329.4,-22.5,3.668,3.656,39,35,13.98,42.05,synth
200037731,2.02E+13,37.24,329.6,-22.5,3.668,3.657,38,37,14.14,42.51,synth
200037732,2.02E+13,37.27,331.1,-22.5,3.686,3.672,29,39,16.73,50.29,synth
200037733,2.02E+13,17.57,326,-22.5,3.63,3.613,33,37,8.349999,25.13,synth
200037734,2.02E+13,30.17,328,-22.5,3.653,3.64,30,34,11.44,34.39,synth
200037735,2.02E+13,15.12,327.8,-73.70001,3.664,3.631,32,37,9.13,27.45,synth
200037736,2.02E+13,25.73,326.9,-22.5,3.64,3.626,37,33,9.46,28.45,synth
200037737,2.02E+13,50.50,340.7,-22.5,3.794,3.765,36,28,24.43,73.46,synth
200037738,2.02E+13,35.35,330.2,-22.5,3.676,3.663,34,35,15.17,45.61,synth
200037739,2.02E+13,60.84,352.4,-22.5,3.922,3.893,34,40,30.84,92.72,synth
200037740,2.02E+13,67.43,341.1,-22.5,3.798,3.77,31,36,24.68,74.21,synth
200037741,2.02E+13,29.17,329.2,-22.5,3.665,3.654,31,34,13.61,40.91,synth
200037742,2.02E+13,71.05,355.7,-22.5,3.958,3.93,32,31,32.6,98.03,synth
200037743,2.02E+13,18.20,325,-22.5,3.621,3.603,35,30,7.78,23.4,synth
200037744,2.02E+13,69.45,346,-22.5,3.851,3.823,35,40,27.42,82.43999,synth
200037745,2.02E+13,34.31,333.6,-22.5,3.715,3.697,42,35,19.76,59.41,synth
200037746,2.02E+13,31.54,331.9,-22.5,3.696,3.682,30,36,17.83,53.63,synth
200037747,2.02E+13,50.39,333.9,-22.5,3.717,3.7,41,37,20.04,60.25,synth
200037748,2.02E+13,46.18,332.7,-22.5,3.705,3.689,38,28,18.82,56.58,synth
200037749,2.02E+13,31.08,332.7,-22.5,3.703,3.687,40,38,18.68,56.16,synth
200037750,2.02E+13,31.83,330,-22.5,3.675,3.663,37,26,15.2,45.72,synth
200037751,2.02E+13,49.36,348.2,-22.5,3.875,3.848,43,33,28.62,86.06,synth
200037752,2.02E+13,63.64,342.7,-22.5,3.816,3.789,30,31,25.7,77.28,synth
200037753,2.02E+13,59.60,341,-22.5,3.795,3.767,32,37,24.58,73.89,synth
200037754,2.02E+13,64.60,339.1,-22.5,3.776,3.745,29,27,23.51,70.68,synth
200037755,2.02E+13,86.34,357.4,-22.5,3.979,3.949,34,41,33.52,100.79,synth
200037756,2.02E+13,79.27,358.2,-22.5,3.987,3.958,29,33,33.91,101.95,synth
200037757,2.02E+13,68.37,346.1,-22.5,3.854,3.826,41,28,27.54,82.8,synth
200037758,2.02E+13,57.06,351.8,-22.5,3.914,3.886,40,40,30.51,91.71,synth
200037759,2.02E+13,40.47,330.8,-22.5,3.682,3.669,40,37,16.18,48.65,synth
200037760,2.02E+13,86.23,358,-22.5,3.984,3.955,39,35,33.78,101.55,synth
200037761,2.02E+13,60.34,339.6,-22.5,3.781,3.751,35,37,23.73,71.33,synth
200037762,2.02E+13,37.19,334.9,-22.5,3.726,3.707,31,36,20.81,62.56,synth
200037763,2.02E+13,21.53,326.7,-22.5,3.639,3.624,28,27,9.3,27.98,synth
200037764,2.02E+13,94.50,358.8,-22.5,3.992,3.963,41,38,34.16,102.71,synth
200037765,2.02E+13,30.94,328.2,-22.5,3.652,3.64,34,32,11.47,34.48,synth
200037766,2.02E+13,21.54,328,-73.70001,3.666,3.633,30,39,9.19,27.62,synth
200037767,2.02E+13,47.31,337.5,-22.5,3.76,3.732,42,37,22.73,68.33,synth
200037768,2.02E+13,41.27,333.9,-22.5,3.718,3.7,29,39,20.07,60.35,synth
200037769,2.02E+13,28.49,328.2,-22.5,3.654,3.642,32,32,11.67,35.1,synth
200037770,2.02E+13,75.09,358.2,-22.5,3.985,3.957,34,34,33.85,101.75,synth
200037771,2.02E+13,17.16,325.3,-22.5,3.624,3.606,36,31,7.95,23.92,synth
200037772,2.02E+13,59.60,336.1,-22.5,3.743,3.72,41,40,21.87,65.75,synth
200037773,2.02E+13,28.90,331.3,-22.5,3.689,3.674,31,33,16.91,50.85,synth
200037774,2.02E+13,17.90,326,-22.5,3.63,3.612,30,27,8.37,25.17,synth
200037775,2.02E+13,17.78,325.5,-22.5,3.626,3.608,29,28,8.07,24.26,synth
200037776,2.02E+13,40.45,333.6,-22.5,3.715,3.697,31,33,19.82,59.58,synth
200037777,2.02E+13,21.62,327.5,-22.5,3.646,3.633,26,27,10.37,31.17,synth
200037778,2.02E+13,65.49,354.9,-22.5,3.95,3.921,30,39,32.19,96.75999,synth
200037779,2.02E+13,50.12,338.3,-22.5,3.767,3.738,34,35,23.1,69.46,synth
200037780,2.02E+13,29.99,329.6,-22.5,3.669,3.656,27,27,14.24,42.83,synth
200037781,2.02E+13,37.16,331.6,-22.5,3.693,3.678,30,32,17.43,52.4,synth
200037782,2.02E+13,52.63,336,-22.5,3.742,3.719,37,35,21.78,65.48,synth
200037783,2.02E+13,35.32,330.8,-22.5,3.682,3.668,37,30,16.11,48.45,synth
200037784,2.02E+13,54.65,336.1,-22.5,3.743,3.721,29,32,21.89,65.8,synth
200037785,2.02E+13,53.84,338.2,-22.5,3.767,3.737,42,31,23.05,69.29,synth
200037786,2.02E+13,66.58,352.2,-22.5,3.921,3.893,31,29,30.81,92.63,synth
200037787,2.02E+13,43.93,332.2,-22.5,3.699,3.684,32,30,18.13,54.51,synth
200037788,2.02E+13,58.27,340.2,-22.5,3.788,3.758,41,38,24.14,72.56,synth
200037789,2.02E+13,20.85,328.3,-22.5,3.654,3.642,30,29,11.69,35.15,synth
200037790,2.02E+13,72.43,358.3,-22.5,3.988,3.958,41,30,33.97,102.12,synth
200037791,2.02E+13,69.53,352.1,-22.5,3.917,3.89,34,33,30.67,92.21,synth
200037792,2.02E+13,61.66,341.6,-22.5,3.802,3.775,42,35,24.94,74.99,synth
200037793,2.02E+13,20.40,325.3,-22.5,3.625,3.606,27,28,7.99,24.02,synth
200037794,2.02E+13,22.88,327.1,-22.5,3.642,3.629,32,30,9.76,29.36,synth
200037795,2.02E+13,25.99,327.5,-22.5,3.648,3.635,39,32,10.7,32.16,synth
200037796,2.02E+13,48.48,337.2,-22.5,3.756,3.729,39,34,22.56,67.82,synth
200037797,2.02E+13,31.13,330.3,-22.5,3.677,3.664,37,34,15.41,46.33,synth
200037798,2.02E+13,37.99,330.5,-22.5,3.678,3.666,38,31,15.66,47.1,synth
200037799,2.02E+13,60.68,353.2,-22.5,3.931,3.902,33,31,31.28,94.05,synth
200037800,2.02E+13,35.78,331.4,-22.5,3.69,3.676,31,30,17.16,51.59,synth
200037801,2.02E+13,22.39,328.9,-22.5,3.661,3.65,28,34,13.05,39.25,synth
200037802,2.02E+13,82.97,358.5,-22.5,3.99,3.961,37,31,34.05,102.37,synth
200037803,2.02E+13,61.02,346.4,-22.5,3.857,3.83,40,39,27.71,83.32,synth
200037804,2.02E+13,51.28,342.2,-22.5,3.81,3.783,36,32,25.36,76.25,synth
200037805,2.02E+13,34.92,333.2,-22.5,3.709,3.692,37,34,19.25,57.87,synth
200037806,2.02E+13,20.41,328.5,-73.70001,3.67,3.637,29,29,9.349999,28.12,synth
200037807,2.02E+13,38.91,332.8,-22.5,3.707,3.691,31,27,19.02,57.19,synth
200037808,2.02E+13,73.98,349.6,-22.5,3.891,3.862,33,41,29.36,88.29,synth
200037809,2.02E+13,49.43,332.1,-22.5,3.696,3.682,33,37,17.99,54.1,synth
200037810,2.02E+13,21.08,325.2,-22.5,3.621,3.603,27,26,7.82,23.5,synth
200037811,2.02E+13,31.12,331.4,-22.5,3.69,3.675,33,34,17.05,51.27,synth
200037812,2.02E+13,71.96,355.8,-22.5,3.961,3.931,39,34,32.68,98.24,synth
200037813,2.02E+13,45.25,343.6,-22.5,3.826,3.798,37,30,26.17,78.68,synth
200037814,2.02E+13,79.37,354.3,-22.5,3.943,3.914,31,36,31.86,95.8,synth
200037815,2.02E+13,33.52,329.6,-22.5,3.669,3.658,35,37,14.31,43.04,synth
200037816,2.02E+13,18.33,324.7,-22.5,3.617,3.598,35,31,7.54,22.69,synth
200037817,2.02E+13,33.52,333.6,-22.5,3.714,3.696,35,34,19.7,59.21,synth
200037818,2.02E+13,19.58,326.7,-22.5,3.639,3.623,33,25,9.17,27.59,synth
200037819,2.02E+13,21.19,326.9,-22.5,3.639,3.625,31,29,9.349999,28.13,synth
200037820,2.02E+13,16.52,325.5,-22.5,3.627,3.608,33,36,8.099999,24.36,synth
200037821,2.02E+13,51.92,337.1,-22.5,3.752,3.727,40,39,22.38,67.29,synth
200037822,2.02E+13,75.63,357.4,-22.5,3.979,3.949,30,32,33.52,100.79,synth
200037823,2.02E+13,76.78,351,-22.5,3.906,3.878,44,32,30.11,90.53,synth
200037824,2.02E+13,21.88,326.4,-22.5,3.635,3.618,38,29,8.8,26.46,synth
200037825,2.02E+13,82.67,351,-22.5,3.906,3.878,37,30,30.11,90.53,synth
200037826,2.02E+13,69.40,346,-22.5,3.851,3.823,30,39,27.4,82.39,synth
200037827,2.02E+13,50.90,340.3,-22.5,3.791,3.762,38,29,24.26,72.93,synth
200037828,2.02E+13,39.01,335.3,-22.5,3.734,3.713,33,37,21.28,63.99,synth
200037829,2.02E+13,77.87,358.6,-22.5,3.99,3.961,37,37,34.06,102.42,synth
200037830,2.02E+13,57.69,353.3,-22.5,3.933,3.905,40,37,31.4,94.4,synth
200037831,2.02E+13,29.49,328.6,-22.5,3.66,3.647,39,28,12.64,38.01,synth
200037832,2.02E+13,56.23,355.2,-22.5,3.954,3.924,43,37,32.36,97.28,synth
200037833,2.02E+13,45.43,333,-22.5,3.706,3.69,31,31,18.97,57.04,synth
200037834,2.02E+13,19.50,327.4,-22.5,3.645,3.632,33,31,10.19,30.66,synth
200037835,2.02E+13,19.45,326.9,-22.5,3.64,3.627,34,28,9.599999,28.87,synth
200037836,2.02E+13,25.19,327.4,-22.5,3.644,3.631,35,29,10.11,30.4,synth
200037837,2.02E+13,50.91,333.6,-22.5,3.714,3.696,39,28,19.71,59.26,synth
200037838,2.02E+13,22.55,328.9,-22.5,3.662,3.651,37,25,13.08,39.32,synth
200037839,2.02E+13,46.55,335.5,-22.5,3.736,3.714,30,39,21.44,64.47,synth
200037840,2.02E+13,64.20,344.4,-22.5,3.834,3.806,42,35,26.58,79.91,synth
200037841,2.02E+13,82.52,354.9,-22.5,3.95,3.921,31,36,32.22,96.86,synth
200037842,2.02E+13,38.33,337.7,-22.5,3.761,3.733,40,29,22.82,68.59,synth
200037843,2.02E+13,54.65,338.9,-22.5,3.775,3.744,37,39,23.46,70.53,synth
200037844,2.02E+13,79.21,350,-22.5,3.896,3.867,38,34,29.61,89,synth
200037845,2.02E+13,45.51,337.8,-22.5,3.763,3.733,31,35,22.87,68.76,synth
200037846,2.02E+13,48.77,343,-22.5,3.82,3.792,34,37,25.88,77.81,synth
200037847,2.02E+13,40.84,336.1,-22.5,3.744,3.721,33,28,21.96,66.01,synth
200037848,2.02E+13,54.18,347.1,-22.5,3.864,3.835,33,37,28.03,84.25999,synth
200037849,2.02E+13,20.97,328,-22.5,3.652,3.64,38,37,11.33,34.07,synth
200037850,2.02E+13,75.34,345.8,-22.5,3.849,3.821,32,35,27.31,82.11,synth
200037851,2.02E+13,60.30,342.7,-22.5,3.816,3.789,37,34,25.68,77.2,synth
200037852,2.02E+13,52.87,335.5,-22.5,3.736,3.714,29,31,21.44,64.47,synth
200037853,2.02E+13,61.47,343.5,-22.5,3.825,3.797,30,35,26.14,78.58,synth
200037854,2.02E+13,30.52,328.9,-22.5,3.661,3.649,35,36,12.88,38.74,synth
200037855,2.02E+13,51.50,347.8,-22.5,3.872,3.845,39,40,28.47,85.59,synth
200037856,2.02E+13,45.47,331.6,-22.5,3.691,3.677,34,36,17.31,52.05,synth
200037857,2.02E+13,41.22,332.7,-22.5,3.703,3.687,32,28,18.6,55.91,synth
200037858,2.02E+13,79.42,352.1,-22.5,3.918,3.889,31,34,30.69,92.28,synth
200037859,2.02E+13,57.73,352.1,-22.5,3.919,3.89,31,31,30.71,92.32999,synth
200037860,2.02E+13,27.17,330,-22.5,3.675,3.662,32,26,15.12,45.47,synth
200037861,2.02E+13,78.14,348.6,-22.5,3.882,3.853,42,40,28.91,86.91,synth
200037862,2.02E+13,63.78,345.8,-22.5,3.849,3.821,34,36,27.31,82.11,synth
200037863,2.02E+13,30.07,329.4,-22.5,3.668,3.655,29,31,14.04,42.21,synth
200037864,2.02E+13,22.70,327.8,-22.5,3.65,3.638,26,27,10.97,32.99,synth
200037865,2.02E+13,38.60,330.2,-22.5,3.676,3.664,40,30,15.33,46.09,synth
200037866,2.02E+13,21.85,327.8,-22.5,3.651,3.638,26,33,11.17,33.6,synth
200037867,2.02E+13,61.24,338.3,-22.5,3.768,3.738,30,34,23.12,69.51,synth
200037868,2.02E+13,38.30,330.8,-22.5,3.684,3.671,33,29,16.38,49.23,synth
200037869,2.02E+13,37.99,330.8,-22.5,3.681,3.669,38,36,16.08,48.35,synth
200037870,2.02E+13,53.31,344.6,-22.5,3.837,3.808,42,40,26.68,80.21,synth
200037871,2.02E+13,17.59,324.1,-22.5,3.61,3.591,35,33,7.18,21.6,synth
200037872,2.02E+13,70.92,354.9,-22.5,3.949,3.92,44,36,32.14,96.62,synth
200037873,2.02E+13,36.91,331.7,-22.5,3.694,3.679,40,39,17.57,52.82,synth
200037874,2.02E+13,22.17,327.2,-22.5,3.644,3.63,36,29,9.99,30.05,synth
200037875,2.02E+13,82.50,357.7,-22.5,3.981,3.952,30,36,33.64,101.14,synth
200037876,2.02E+13,69.53,352.8,-22.5,3.928,3.899,35,28,31.14,93.61,synth
200037877,2.02E+13,32.17,328.5,-22.5,3.657,3.645,33,27,12.16,36.57,synth
200037878,2.02E+13,15.83,325,-22.5,3.62,3.602,34,30,7.71,23.18,synth
200037879,2.02E+13,29.84,328.8,-22.5,3.661,3.649,34,26,12.9,38.81,synth
200037880,2.02E+13,67.04,347.2,-22.5,3.864,3.837,32,29,28.07,84.38,synth
200037881,2.02E+13,74.99,352.4,-22.5,3.922,3.893,44,31,30.86,92.77,synth
200037882,2.02E+13,62.05,341.6,-22.5,3.803,3.775,35,29,24.98,75.1,synth
200037883,2.02E+13,50.64,340.7,-22.5,3.793,3.764,42,35,24.4,73.36,synth
200037884,2.02E+13,55.80,334.7,-22.5,3.727,3.707,28,27,20.77,62.44,synth
200037885,2.02E+13,29.51,328.6,-22.5,3.66,3.647,31,27,12.62,37.96,synth
200037886,2.02E+13,20.76,325.7,-22.5,3.627,3.608,33,25,8.12,24.41,synth
200037887,2.02E+13,71.09,343.5,-22.5,3.823,3.796,38,39,26.06,78.33,synth
200037888,2.02E+13,55.49,344.6,-22.5,3.837,3.809,36,35,26.73,80.36,synth
200037889,2.02E+13,37.33,336.6,-22.5,3.75,3.725,42,39,22.25,66.88,synth
200037890,2.02E+13,18.53,325.7,-22.5,3.628,3.61,36,24,8.2,24.68,synth
200037891,2.02E+13,45.73,333,-22.5,3.707,3.691,39,35,19.03,57.24,synth
200037892,2.02E+13,39.22,331.3,-22.5,3.688,3.675,40,33,16.94,50.93,synth
200037893,2.02E+13,42.95,331.6,-22.5,3.692,3.678,36,33,17.33,52.1,synth
200037894,2.02E+13,23.75,328,-22.5,3.652,3.64,31,34,11.33,34.07,synth
200037895,2.02E+13,20.23,327.5,-22.5,3.646,3.633,34,32,10.37,31.17,synth
200037896,2.02E+13,42.74,341,-22.5,3.795,3.767,29,39,24.55,73.83,synth
200037897,2.02E+13,54.19,352.1,-22.5,3.918,3.889,38,33,30.66,92.16,synth
200037898,2.02E+13,60.39,342.4,-22.5,3.812,3.785,37,31,25.45,76.52,synth
200037899,2.02E+13,26.12,327.2,-22.5,3.644,3.631,32,37,10.04,30.2,synth
200037900,2.02E+13,35.64,334.1,-22.5,3.72,3.702,38,28,20.19,60.72,synth
200037901,2.02E+13,16.97,325.3,-22.5,3.625,3.606,26,30,7.99,24.02,synth
200037902,2.02E+13,49.69,332.7,-22.5,3.704,3.689,33,28,18.8,56.52,synth
200037903,2.02E+13,46.77,341.8,-22.5,3.805,3.778,40,29,25.07,75.37,synth
200037904,2.02E+13,33.98,330,-22.5,3.674,3.662,27,33,15.05,45.25,synth
200037905,2.02E+13,40.67,334.4,-22.5,3.724,3.705,32,34,20.52,61.71,synth
200037906,2.02E+13,28.83,328.6,-22.5,3.66,3.647,39,31,12.62,37.96,synth
200037907,2.02E+13,55.26,334.4,-22.5,3.723,3.704,35,38,20.44,61.46,synth
200037908,2.02E+13,41.62,330.5,-22.5,3.68,3.666,40,33,15.75,47.37,synth
200037909,2.02E+13,53.88,342.2,-22.5,3.809,3.783,37,38,25.33,76.15,synth
200037910,2.02E+13,51.34,340.3,-22.5,3.791,3.762,39,32,24.27,72.98,synth
200037911,2.02E+13,66.86,355.8,-22.5,3.961,3.932,34,35,32.71,98.34,synth
200037912,2.02E+13,58.68,336.6,-22.5,3.748,3.724,41,29,22.17,66.64,synth
200037913,2.02E+13,56.98,357.4,-22.5,3.978,3.949,31,28,33.49,100.68,synth
200037914,2.02E+13,43.43,334.7,-22.5,3.727,3.707,33,30,20.72,62.29,synth
200037915,2.02E+13,22.72,326,-22.5,3.63,3.612,38,32,8.37,25.17,synth
200037916,2.02E+13,40.47,332.8,-22.5,3.706,3.69,36,31,18.91,56.84,synth
200037917,2.02E+13,74.75,350.3,-22.5,3.899,3.87,40,33,29.77,89.5,synth
200037918,2.02E+13,60.71,345.7,-22.5,3.848,3.82,37,30,27.29,82.04,synth
200037919,2.02E+13,41.50,335.5,-22.5,3.737,3.715,37,32,21.41,64.35,synth
200037920,2.02E+13,18.18,324.4,-22.5,3.614,3.596,33,30,7.39,22.22,synth
200037921,2.02E+13,70.88,353.8,-22.5,3.938,3.909,42,28,31.61,95.02,synth
200037922,2.02E+13,53.98,336.6,-22.5,3.749,3.724,39,33,22.19,66.71,synth
